ac_type_id,ac_type_cleaned,ac_category
1557,Sikorsky S-42 (flying boat),Vintage Aircraft
1558,Sikorsky S-42A Flying Boat,Vintage Aircraft
1559,Sikorsky S-42B (flying boat),Vintage Aircraft
1560,Sikorsky S-43,Civilian Passenger Aircraft
1561,Sikorsky S-43B (flying boat),Vintage Aircraft
1562,Sikorsky S-44A,Civilian Passenger Aircraft
1563,Sikorsky S-58C helicopter,Helicopters
1564,Sikorsky S-58ET,Helicopters
1565,Sikorsky S-58T,Helicopters
1566,Sikorsky S-61L,Helicopters
1567,Sikorsky S-61L helicopter,Helicopters
1568,Sikorsky S-61N,Helicopters
1569,Sikorsky S-62A,Helicopters
1570,Sikorsky S-70,Helicopters
1571,Sikorsky S-70A-28,Helicopters
1572,Sikorsky S-76,Helicopters
1574,Sikorsky S-76B helicopter,Helicopters
1575,Sikorsky S-76C,Helicopters
1576,Sikorsky S-92A,Helicopters
1577,Sikorsky UH-60 / Sikorsky UH-60,Helicopters
1578,Sikorsky UH-60 Black Hawk,Helicopters
1579,Sikorsky UH-60A / Sikorsky UH-60A,Helicopters
1580,Sikorsky UH-60L Black Hawk,Helicopters
1581,Socata TB1-10 Tobago,Civilian Passenger Aircraft
1582,Soloy 12EJ3,General Aviation and Private Aircraft
1583,Spad 33,Civilian Passenger Aircraft
1584,Spartan Cruiser,Civilian Passenger Aircraft
1585,Stearman 4,General Aviation and Private Aircraft
1586,Stearman C-38,General Aviation and Private Aircraft
1587,Stearman C-3MB,General Aviation and Private Aircraft
1588,Stearman M-2 Speedmail,Civilian Passenger Aircraft
1589,Stinson,Civilian Passenger Aircraft
1590,Stinson SM-6000B,Civilian Passenger Aircraft
1591,Stinson AT-19,Military Transport Aircraft
1592,Stinson Model A,Civilian Passenger Aircraft
1593,Stinson Reliant SR-9,Civilian Passenger Aircraft
1594,Stinson SM-2A,Civilian Passenger Aircraft
1596,Stinson SR-7 Reliant,Civilian Passenger Aircraft
1597,Sud Aviation Caravelle 1,Civilian Passenger Aircraft
1598,Sud Aviation Caravelle 10R,Civilian Passenger Aircraft
1599,Sud Aviation SE-210 Caravelle,Civilian Passenger Aircraft
1600,Sud Aviation SE-210 Caravelle 10R,Civilian Passenger Aircraft
1601,Sud Aviation SE-210 Caravelle 6N,Civilian Passenger Aircraft
1602,Sud Aviation SE-210 Caravelle III,Civilian Passenger Aircraft
1603,Sud Aviation SE-210 Caravelle VIN,Civilian Passenger Aircraft
1604,Sud Aviation SE-210 Caravelle VIR,Civilian Passenger Aircraft
1605,Sukhoi Su-27,Military Fighter Aircraft
1606,Sukhoi Superjet 100-95,Civilian Passenger Aircraft
1607,Sukhoi Superjet-100-95,Civilian Passenger Aircraft
1608,Super Zeppelin (airship),Airships
1609,Supermarine Stranraer (flying boat),Vintage Aircraft
1610,Swallow,Experimental or Specialized Aircraft
1611,Swearingen SA-226AT Merlin IV,Civilian Passenger Aircraft
1612,Swearingen SA-226TC Metro II,Civilian Passenger Aircraft
1613,Swearingen SA-227AC Metro III,Civilian Passenger Aircraft
1614,Swearingen SA-227AT Merlin IVC,Civilian Passenger Aircraft
1615,Swearingen SA-227BC Metro III,Civilian Passenger Aircraft
1616,Swearingen SA-227CC Metro II,Civilian Passenger Aircraft
1617,Swearingen SA.227AC Metro III,Civilian Passenger Aircraft
1618,Tempest,Unknown
1619,Transall C-160,Military Transport Aircraft
1620,Transall C-160D,Military Transport Aircraft
1621,Transall C-160NG,Military Transport Aircraft
1622,Transportes Aéreos Orientales,Civilian Passenger Aircraft
1623,Travel Air 4000,Vintage Aircraft
1624,Travel Air 6000,Vintage Aircraft
1625,Travel Air A6000A,Vintage Aircraft
1626,Travel Air B6000,Vintage Aircraft
1627,Tupolev ANT-20,Experimental or Specialized Aircraft
1628,Tupolev ANT-6,Experimental or Specialized Aircraft
1629,Tupolev ANT-9,Experimental or Specialized Aircraft
1630,Tupolev TU-104A,Civilian Passenger Aircraft
1631,Tupolev TU-104B,Civilian Passenger Aircraft
1632,Tupolev TU-114,Civilian Passenger Aircraft
1633,Tupolev TU-114B,Civilian Passenger Aircraft
1634,Tupolev TU-124,Civilian Passenger Aircraft
1635,Tupolev TU-134,Civilian Passenger Aircraft
1636,Tupolev TU-134A,Civilian Passenger Aircraft
1637,Tupolev TU-134B-3,Civilian Passenger Aircraft
1638,Tupolev TU-142M3,Military Reconnaissance Aircraft
1639,Tupolev TU-144,Civilian Passenger Aircraft
1640,Tupolev TU-154,Civilian Passenger Aircraft
1641,Tupolev TU-154A,Civilian Passenger Aircraft
1642,Tupolev TU-154B,Civilian Passenger Aircraft
1643,Tupolev TU-154M,Civilian Passenger Aircraft
1644,Tupolev TU-204-100V,Civilian Passenger Aircraft
1645,Twin Apache,General Aviation and Private Aircraft
1646,UC-64A Noorduyn Norseman,General Aviation and Private Aircraft
1647,UH-60 Black Hawk,Military Helicopter
1648,Unknown,Unknown
1649,Urocopter AS350 B2,Helicopters
1650,V6 (airship),Airships
1651,VC-Viking,Vintage Aircraft
1652,VEB 14P,Civilian Passenger Aircraft
1653,Vickers 604 Viking 1B,Civilian Passenger Aircraft
1654,Vickers 610 Viking 1B,Civilian Passenger Aircraft
1655,Vickers 614 Viking 1B,Civilian Passenger Aircraft
1656,Vickers 615 Viking 1B,Civilian Passenger Aircraft
1657,Vickers 616 Viking 1B,Civilian Passenger Aircraft
1658,Vickers 620 Viking 1B,Civilian Passenger Aircraft
1659,Vickers 621 Viking 1B,Civilian Passenger Aircraft
1660,Vickers 628 Viking 1B,Civilian Passenger Aircraft
1661,Vickers 634 Viking 1B,Civilian Passenger Aircraft
1662,Vickers 639 Viking 1B,Civilian Passenger Aircraft
1663,Vickers 708 Viscount,Civilian Passenger Aircraft
1664,Vickers 720 Viscount,Civilian Passenger Aircraft
1665,Vickers 74 Vulcan,Civilian Passenger Aircraft
1666,Vickers 952F Vanguard,Civilian Passenger Aircraft
1667,Vickers Valetta,Civilian Passenger Aircraft
1668,Vickers Valetta MK-1,Civilian Passenger Aircraft
1669,Vickers Valetta T-3,Civilian Passenger Aircraft
1670,Vickers Vanguard 951,Civilian Passenger Aircraft
1671,Vickers Vanguard 952,Civilian Passenger Aircraft
1672,Vickers Viking 1B,Civilian Passenger Aircraft
1673,Vickers Viking 610-1B,Civilian Passenger Aircraft
1674,Vickers Viscount,Civilian Passenger Aircraft
1675,Vickers Viscount 701,Civilian Passenger Aircraft
1676,Vickers Viscount 701C,Civilian Passenger Aircraft
1677,Vickers Viscount 708,Civilian Passenger Aircraft
1678,Vickers Viscount 710C,Civilian Passenger Aircraft
1679,Vickers Viscount 720,Civilian Passenger Aircraft
1680,Vickers Viscount 724,Civilian Passenger Aircraft
1681,Vickers Viscount 739A,Civilian Passenger Aircraft
1682,Vickers Viscount 739B,Civilian Passenger Aircraft
1683,Vickers Viscount 745D,Civilian Passenger Aircraft
1684,Vickers Viscount 748D,Civilian Passenger Aircraft
1685,Vickers Viscount 749,Civilian Passenger Aircraft
1686,Vickers Viscount 754D,Civilian Passenger Aircraft
1687,Vickers Viscount 755D,Civilian Passenger Aircraft
1688,Vickers Viscount 757,Civilian Passenger Aircraft
1689,Vickers Viscount 759D,Civilian Passenger Aircraft
1690,Vickers Viscount 763,Civilian Passenger Aircraft
1691,Vickers Viscount 764D,Civilian Passenger Aircraft
1692,Vickers Viscount 768D,Civilian Passenger Aircraft
1693,Vickers Viscount 781D,Civilian Passenger Aircraft
1694,Vickers Viscount 782D,Civilian Passenger Aircraft
1695,Vickers Viscount 785D,Civilian Passenger Aircraft
1696,Vickers Viscount 794D,Civilian Passenger Aircraft
1697,Vickers Viscount 798D,Civilian Passenger Aircraft
1698,Vickers Viscount 802,Civilian Passenger Aircraft
1699,Vickers Viscount 803,Civilian Passenger Aircraft
1700,Vickers Viscount 804,Civilian Passenger Aircraft
1701,Vickers Viscount 812,Civilian Passenger Aircraft
1702,Vickers Viscount 813,Civilian Passenger Aircraft
1703,Vickers Viscount 815,Civilian Passenger Aircraft
1704,Vickers Viscount 816,Civilian Passenger Aircraft
1705,Vickers Viscount 818,Civilian Passenger Aircraft
1706,Vickers Viscount 827,Civilian Passenger Aircraft
1707,Vickers Viscount 828,Civilian Passenger Aircraft
1708,Vickers Viscount 832,Civilian Passenger Aircraft
1709,Vickers Viscount 837,Civilian Passenger Aircraft
1710,Vickers Viscount 838,Civilian Passenger Aircraft
1711,Vickers Wellington bomber,Military Bomber
1712,Volpar C45G,Civilian Passenger Aircraft
1713,Vultee V-1,Civilian Passenger Aircraft
1714,"Waco, model YLC",Civilian Passenger Aircraft
1715,Wapiti,Military Bomber
1716,Westland Sea King HC-4 (helicopter),Military Helicopter
1717,Wibault 280,Civilian Passenger Aircraft
1718,Wibault 282T,Civilian Passenger Aircraft
1719,Wibault 283-T12,Civilian Passenger Aircraft
1720,Wright Byplane,Civilian Passenger Aircraft
1721,Wright Flyer III,Civilian Passenger Aircraft
1722,Xian MA-60,Civilian Passenger Aircraft
1723,Xian Yunshuji Y-7-100C,Civilian Passenger Aircraft
1724,Yakovlev 40,Civilian Passenger Aircraft
1725,Yakovlev 40D,Civilian Passenger Aircraft
1726,Yakovlev 42D,Civilian Passenger Aircraft
1727,Yakovlev YAK-40,Civilian Passenger Aircraft
1728,Yakovlev YAK-42,Civilian Passenger Aircraft
1729,Yakovlev YAK-42D,Civilian Passenger Aircraft
1730,Yunshuji Y-12,Civilian Passenger Aircraft
1731,Yunshuji Y-8D,Civilian Passenger Aircraft
1732,Zeppelin Dixmunde (airship),Airship
1733,Zeppelin L-1 (airship),Airship
1734,Zeppelin L-10 (airship),Airship
1735,Zeppelin L-2 (airship),Airship
1736,Zeppelin L-22 (airship),Airship
1737,Zeppelin L-23 (airship),Airship
1738,Zeppelin L-31 (airship),Airship
1739,Zeppelin L-32 (airship),Airship
1740,Zeppelin L-34 (airship),Airship
1741,Zeppelin L-43 (airship),Airship
1742,Zeppelin L-44 (airship),Airship
1743,Zeppelin L-48 (air ship),Airship
1744,Zeppelin L-53 (airship),Airship
1745,Zeppelin L-59 (airship),Airship
1746,Zeppelin L-70 (airship),Airship
1747,Zeppelin L-8 (airship),Airship
1748,Zeppelin LZ-129,Airship
1749,de Havilland C-7A,Civilian Passenger Aircraft
1750,de Havilland CV-2B,Civilian Passenger Aircraft
1751,de Havilland Canada U-1A Otter,Civilian Passenger Aircraft
1752,de Havilland Comet 4,Civilian Passenger Aircraft
1753,de Havilland Comet 4B,Civilian Passenger Aircraft
1754,de Havilland Comet 4C,Civilian Passenger Aircraft
1755,de Havilland D-84,Civilian Passenger Aircraft
1756,de Havilland DCH-4T,Civilian Passenger Aircraft
1757,de Havilland DH-104,Civilian Passenger Aircraft
1758,de Havilland DH-104 Dove,Civilian Passenger Aircraft
1759,de Havilland DH-106,Civilian Passenger Aircraft
1760,de Havilland DH-110,Civilian Passenger Aircraft
1761,de Havilland DH-114,Civilian Passenger Aircraft
1762,de Havilland DH-18,Civilian Passenger Aircraft
1763,de Havilland DH-34,Civilian Passenger Aircraft
1764,de Havilland DH-34B,Civilian Passenger Aircraft
1765,de Havilland DH-3T,Civilian Passenger Aircraft
1766,de Havilland DH-4,Civilian Passenger Aircraft
1767,de Havilland DH-50A,Civilian Passenger Aircraft
1768,de Havilland DH-50J,Civilian Passenger Aircraft
1769,de Havilland DH-60,Civilian Passenger Aircraft
1770,de Havilland DH-61,Civilian Passenger Aircraft
1771,de Havilland DH-66,Civilian Passenger Aircraft
1772,de Havilland DH-80,Civilian Passenger Aircraft
1773,de Havilland DH-84,Civilian Passenger Aircraft
1774,de Havilland DH-85,Civilian Passenger Aircraft
1775,de Havilland DH-86,Civilian Passenger Aircraft
1776,de Havilland DH-86A,Civilian Passenger Aircraft
1777,de Havilland DH-89,Civilian Passenger Aircraft
1778,de Havilland DH-89A,Civilian Passenger Aircraft
1779,de Havilland DH-9,Civilian Passenger Aircraft
1780,de Havilland DH-9C,Civilian Passenger Aircraft
1781,de Havilland DHA-3,Civilian Passenger Aircraft
1782,de Havilland DHC-2,Civilian Passenger Aircraft
1783,de Havilland DHC-3,Civilian Passenger Aircraft
1784,de Havilland DHC-3T,Civilian Passenger Aircraft
1785,de Havilland DHC-4,Civilian Passenger Aircraft
1786,de Havilland DHC-4A,Civilian Passenger Aircraft
1787,de Havilland DHC-4T,Civilian Passenger Aircraft
1788,de Havilland DHC-5,Civilian Passenger Aircraft
1789,de Havilland DHC-5D,Civilian Passenger Aircraft
1790,de Havilland DHC-6,Civilian Passenger Aircraft
1791,de Havilland DHC-7,Civilian Passenger Aircraft
1792,de Havilland DHC-8,Civilian Passenger Aircraft
1793,de Havilland Dash-2,Civilian Passenger Aircraft
1794,de Havilland Dove 1,Civilian Passenger Aircraft
1795,de Havilland Dragon 1,Civilian Passenger Aircraft
1796,de Havilland 89A Dragon Rapide,Civilian Passenger Aircraft
1797,de Havilland 89 Dragon Rapide,Civilian Passenger Aircraft
1798,de Havilland Canada Twin Otter 200,Civilian Passenger Aircraft
1799,deHavilland DH-86,Civilian Passenger Aircraft
